CodigoVariable,Fecha,CodigoDuracion,UnidadMedida,Version,Valor
PPBOGReal,2024-02-03,P1D,COP/kWh,TX4,671.2565
PPBO,2024-02-03,P1D,COP/kWh,TXF,670.7436
PPBOGReal,2024-02-03,P1D,COP/kWh,TXF,671.17
PPBO,2024-02-03,P1D,COP/kWh,TX5,670.8392
PPBOGReal,2024-02-03,P1D,COP/kWh,TX5,671.2565
PPBO,2024-02-03,P1D,COP/kWh,TXR,670.7807
PPBO,2024-02-02,P1D,COP/kWh,TX2,690.9534
PPBOGReal,2024-02-02,P1D,COP/kWh,TX2,691.1732
PPBO,2024-02-02,P1D,COP/kWh,TXR,691.0931
PPBOGReal,2024-02-02,P1D,COP/kWh,TXR,691.316
PPBO,2024-02-02,P1D,COP/kWh,TX3,691.1789
PPBOGReal,2024-02-02,P1D,COP/kWh,TX3,691.3934
PPBOGReal,2024-02-02,P1D,COP/kWh,TX1,691.2034
PPBO,2024-02-02,P1D,COP/kWh,TXF,691.1603
PPBOGReal,2024-02-02,P1D,COP/kWh,TXF,691.3748
PPBO,2024-02-02,P1D,COP/kWh,TX6,691.3857
PPBOGReal,2024-02-02,P1D,COP/kWh,TX6,691.6075
PPBO,2024-02-02,P1D,COP/kWh,TX4,691.1576
PPBOGReal,2024-02-02,P1D,COP/kWh,TX4,691.3794
PPBOGReal,2024-02-02,P1D,COP/kWh,TX5,691.3794
PPBO,2024-02-02,P1D,COP/kWh,TX5,691.1576
PPBOGReal,2024-02-01,P1D,COP/kWh,TX1,693.4552
PPBO,2024-02-01,P1D,COP/kWh,TXR,692.8476
PPBOGReal,2024-02-01,P1D,COP/kWh,TXR,693.1762
PPBO,2024-02-01,P1D,COP/kWh,TX3,693.9134
PPBOGReal,2024-02-01,P1D,COP/kWh,TX3,694.1864
PPBO,2024-02-01,P1D,COP/kWh,TX2,692.7399
PPBOGReal,2024-02-01,P1D,COP/kWh,TX2,693.0687
PPBO,2024-02-01,P1D,COP/kWh,TX4,693.9794
PPBOGReal,2024-02-01,P1D,COP/kWh,TX4,694.2544
PPBO,2024-02-01,P1D,COP/kWh,TXF,693.1362
PPBOGReal,2024-02-01,P1D,COP/kWh,TXF,693.4088
PPBO,2024-02-01,P1D,COP/kWh,TX5,693.9796
PPBOGReal,2024-02-01,P1D,COP/kWh,TX5,694.2546
PPBO,2024-02-01,P1D,COP/kWh,TX6,694.2077
PPBOGReal,2024-02-01,P1D,COP/kWh,TX6,694.4827
PPBOGReal,2024-03-31,P1D,COP/kWh,TX4,713.3034
PPBO,2024-03-31,P1D,COP/kWh,TX4,714.5119
PPBOGReal,2024-03-31,P1D,COP/kWh,TX6,713.5221
PPBO,2024-03-31,P1D,COP/kWh,TX6,714.7306
PPBOGReal,2024-03-31,P1D,COP/kWh,TX5,713.3029
PPBO,2024-03-31,P1D,COP/kWh,TX5,714.5114
PPBOGReal,2024-03-31,P1D,COP/kWh,TXF,713.0761
PPBO,2024-03-31,P1D,COP/kWh,TXF,714.2811
PPBOGReal,2024-03-31,P1D,COP/kWh,TXR,713.0504
PPBO,2024-03-31,P1D,COP/kWh,TXR,714.2555
PPBOGReal,2024-03-31,P1D,COP/kWh,TX2,714.6136
PPBO,2024-03-31,P1D,COP/kWh,TX2,715.8155
PPBOGReal,2024-03-31,P1D,COP/kWh,TX3,712.208
PPBO,2024-03-31,P1D,COP/kWh,TX3,713.4197
PPBOGReal,2024-03-30,P1D,COP/kWh,TX3,758.3044
PPBO,2024-03-30,P1D,COP/kWh,TX3,759.3692
PPBOGReal,2024-03-30,P1D,COP/kWh,TX2,761.3533
PPBO,2024-03-30,P1D,COP/kWh,TX2,762.3882
PPBOGReal,2024-03-30,P1D,COP/kWh,TXR,759.7827
PPBO,2024-03-30,P1D,COP/kWh,TXR,760.8193
PPBOGReal,2024-03-30,P1D,COP/kWh,TX1,763.4019
PPBOGReal,2024-03-30,P1D,COP/kWh,TX6,759.5698
PPBO,2024-03-30,P1D,COP/kWh,TX6,760.6943
PPBOGReal,2024-03-30,P1D,COP/kWh,TX4,759.3518
PPBO,2024-03-30,P1D,COP/kWh,TX4,760.4763
PPBOGReal,2024-03-30,P1D,COP/kWh,TX5,759.3506
PPBO,2024-03-30,P1D,COP/kWh,TX5,760.4751
PPBOGReal,2024-03-30,P1D,COP/kWh,TXF,759.2497
PPBO,2024-03-30,P1D,COP/kWh,TXF,760.2864
PPBOGReal,2024-03-29,P1D,COP/kWh,TX4,814.2469
PPBO,2024-03-29,P1D,COP/kWh,TX4,813.6755
PPBOGReal,2024-03-29,P1D,COP/kWh,TX1,817.7304
PPBOGReal,2024-03-29,P1D,COP/kWh,TXR,814.5477
PPBO,2024-03-29,P1D,COP/kWh,TXR,813.9463
PPBOGReal,2024-03-29,P1D,COP/kWh,TX3,813.1563
PPBO,2024-03-29,P1D,COP/kWh,TX3,812.5843
PPBOGReal,2024-03-29,P1D,COP/kWh,TX2,816.1087
PPBO,2024-03-29,P1D,COP/kWh,TX2,815.5078
PPBOGReal,2024-03-29,P1D,COP/kWh,TXF,814.5672
PPBO,2024-03-29,P1D,COP/kWh,TXF,813.9658
PPBOGReal,2024-03-29,P1D,COP/kWh,TX5,814.2465
PPBO,2024-03-29,P1D,COP/kWh,TX5,813.6751
PPBOGReal,2024-03-29,P1D,COP/kWh,TX6,814.4656
PPBO,2024-03-29,P1D,COP/kWh,TX6,813.8943
PPBOGReal,2024-03-28,P1D,COP/kWh,TXF,854.8388
PPBO,2024-03-28,P1D,COP/kWh,TXR,855.4801
PPBO,2024-03-28,P1D,COP/kWh,TXF,855.4885
PPBOGReal,2024-03-28,P1D,COP/kWh,TX5,854.9443
PPBO,2024-03-28,P1D,COP/kWh,TX5,855.6069
PPBOGReal,2024-03-28,P1D,COP/kWh,TX6,855.1634
PPBO,2024-03-28,P1D,COP/kWh,TX6,855.826
PPBOGReal,2024-03-28,P1D,COP/kWh,TX4,854.943
PPBO,2024-03-28,P1D,COP/kWh,TX4,855.6056
PPBOGReal,2024-03-28,P1D,COP/kWh,TX1,857.9457
PPBOGReal,2024-03-28,P1D,COP/kWh,TX3,853.8495
PPBO,2024-03-28,P1D,COP/kWh,TX3,854.4987
PPBOGReal,2024-03-28,P1D,COP/kWh,TX2,856.4001
PPBO,2024-03-28,P1D,COP/kWh,TX2,857.0618
PPBOGReal,2024-03-28,P1D,COP/kWh,TXR,854.8304
PPBO,2024-03-27,P1D,COP/kWh,TX3,929.0304
PPBOGReal,2024-03-27,P1D,COP/kWh,TX3,928.9438
PPBO,2024-03-27,P1D,COP/kWh,TXR,931.1149
PPBOGReal,2024-03-27,P1D,COP/kWh,TXR,931.2893
PPBO,2024-03-27,P1D,COP/kWh,TX2,932.6855
PPBOGReal,2024-03-27,P1D,COP/kWh,TX2,932.8901
PPBOGReal,2024-03-27,P1D,COP/kWh,TX1,932.8901
PPBO,2024-03-27,P1D,COP/kWh,TX4,929.225
PPBOGReal,2024-03-27,P1D,COP/kWh,TX4,929.3879
PPBO,2024-03-27,P1D,COP/kWh,TX5,924.6037
PPBOGReal,2024-03-27,P1D,COP/kWh,TX5,924.7914
PPBO,2024-03-27,P1D,COP/kWh,TX6,924.8228
PPBOGReal,2024-03-27,P1D,COP/kWh,TX6,925.0106
PPBO,2024-03-27,P1D,COP/kWh,TXF,931.115
PPBOGReal,2024-03-27,P1D,COP/kWh,TXF,931.2895
PPBO,2024-03-26,P1D,COP/kWh,TXF,836.8494
PPBOGReal,2024-03-26,P1D,COP/kWh,TXF,837.8493
PPBO,2024-03-26,P1D,COP/kWh,TX5,834.9058
PPBOGReal,2024-03-26,P1D,COP/kWh,TX5,835.993
PPBO,2024-03-26,P1D,COP/kWh,TX6,835.1249
PPBOGReal,2024-03-26,P1D,COP/kWh,TX6,836.2122
PPBO,2024-03-26,P1D,COP/kWh,TX4,834.9065
PPBOGReal,2024-03-26,P1D,COP/kWh,TX4,835.9937
PPBOGReal,2024-03-26,P1D,COP/kWh,TX1,839.8764
PPBO,2024-03-26,P1D,COP/kWh,TX2,838.2144
PPBOGReal,2024-03-26,P1D,COP/kWh,TX2,839.2851
PPBO,2024-03-26,P1D,COP/kWh,TXR,836.8493
PPBOGReal,2024-03-26,P1D,COP/kWh,TXR,837.8492
PPBO,2024-03-26,P1D,COP/kWh,TX3,835.8513
PPBOGReal,2024-03-26,P1D,COP/kWh,TX3,836.8426
PPBO,2024-03-25,P1D,COP/kWh,TXR,740.7847
PPBOGReal,2024-03-25,P1D,COP/kWh,TXR,739.7822
PPBO,2024-03-25,P1D,COP/kWh,TX2,742.8715
PPBOGReal,2024-03-25,P1D,COP/kWh,TX2,741.8187
PPBO,2024-03-25,P1D,COP/kWh,TX3,739.8075
PPBOGReal,2024-03-25,P1D,COP/kWh,TX3,738.7762
PPBOGReal,2024-03-25,P1D,COP/kWh,TX1,741.8186
PPBO,2024-03-25,P1D,COP/kWh,TX6,741.0903
PPBOGReal,2024-03-25,P1D,COP/kWh,TX6,740.0864
PPBO,2024-03-25,P1D,COP/kWh,TXF,740.7849
PPBOGReal,2024-03-25,P1D,COP/kWh,TXF,739.7824
PPBO,2024-03-25,P1D,COP/kWh,TX4,740.8711
PPBOGReal,2024-03-25,P1D,COP/kWh,TX4,739.8673
PPBO,2024-03-25,P1D,COP/kWh,TX5,740.8711
PPBOGReal,2024-03-25,P1D,COP/kWh,TX5,739.8673
PPBOGReal,2024-03-24,P1D,COP/kWh,TXF,654.9048
PPBO,2024-03-24,P1D,COP/kWh,TXF,655.8237
PPBOGReal,2024-03-24,P1D,COP/kWh,TX4,654.8664
PPBO,2024-03-24,P1D,COP/kWh,TX4,655.8469
PPBOGReal,2024-03-24,P1D,COP/kWh,TX5,654.8601
PPBO,2024-03-24,P1D,COP/kWh,TX5,655.8406
PPBOGReal,2024-03-24,P1D,COP/kWh,TX6,655.0793
PPBO,2024-03-24,P1D,COP/kWh,TX6,656.0598
PPBOGReal,2024-03-24,P1D,COP/kWh,TX1,656.6578
PPBOGReal,2024-03-24,P1D,COP/kWh,TXR,654.8974
PPBO,2024-03-24,P1D,COP/kWh,TXR,655.8147
PPBOGReal,2024-03-24,P1D,COP/kWh,TX3,653.7756
PPBO,2024-03-24,P1D,COP/kWh,TX3,654.6464
PPBOGReal,2024-03-24,P1D,COP/kWh,TX2,656.117
PPBO,2024-03-24,P1D,COP/kWh,TX2,657.1191
PPBOGReal,2024-03-23,P1D,COP/kWh,TX6,717.7719
PPBO,2024-03-23,P1D,COP/kWh,TX6,718.2861
PPBOGReal,2024-03-23,P1D,COP/kWh,TX5,717.5527
PPBO,2024-03-23,P1D,COP/kWh,TX5,718.0669
PPBOGReal,2024-03-23,P1D,COP/kWh,TXF,717.56
PPBO,2024-03-23,P1D,COP/kWh,TXF,718.0325
PPBOGReal,2024-03-23,P1D,COP/kWh,TX4,717.5567
PPBO,2024-03-23,P1D,COP/kWh,TX4,718.0709
PPBOGReal,2024-03-23,P1D,COP/kWh,TX1,719.1273
PPBOGReal,2024-03-23,P1D,COP/kWh,TXR,717.5608
PPBO,2024-03-23,P1D,COP/kWh,TXR,718.0333
PPBOGReal,2024-03-23,P1D,COP/kWh,TX2,719.1267
PPBO,2024-03-23,P1D,COP/kWh,TX2,719.6398
PPBOGReal,2024-03-23,P1D,COP/kWh,TX3,716.4661
PPBO,2024-03-23,P1D,COP/kWh,TX3,716.9039
PPBOGReal,2024-03-22,P1D,COP/kWh,TX6,708.68
PPBO,2024-03-22,P1D,COP/kWh,TX6,708.1845
PPBO,2024-03-22,P1D,COP/kWh,TX4,707.9655
PPBOGReal,2024-03-22,P1D,COP/kWh,TX4,708.4611
PPBO,2024-03-22,P1D,COP/kWh,TXF,707.8609
PPBOGReal,2024-03-22,P1D,COP/kWh,TXF,708.3774
PPBO,2024-03-22,P1D,COP/kWh,TX5,707.9653
PPBOGReal,2024-03-22,P1D,COP/kWh,TX5,708.4609
PPBO,2024-03-22,P1D,COP/kWh,TXR,707.8643
PPBOGReal,2024-03-22,P1D,COP/kWh,TXR,708.3809
PPBO,2024-03-22,P1D,COP/kWh,TX3,706.889
PPBOGReal,2024-03-22,P1D,COP/kWh,TX3,707.3707
PPBO,2024-03-22,P1D,COP/kWh,TX2,709.4255
PPBOGReal,2024-03-22,P1D,COP/kWh,TX2,709.9484
PPBOGReal,2024-03-22,P1D,COP/kWh,TX1,709.9484
PPBOGReal,2024-03-21,P1D,COP/kWh,TX4,654.2178
PPBO,2024-03-21,P1D,COP/kWh,TX4,653.9931
PPBOGReal,2024-03-21,P1D,COP/kWh,TXF,654.7074
PPBO,2024-03-21,P1D,COP/kWh,TXF,654.5298
PPBOGReal,2024-03-21,P1D,COP/kWh,TX5,654.2178
PPBO,2024-03-21,P1D,COP/kWh,TX5,653.9931
PPBOGReal,2024-03-21,P1D,COP/kWh,TX6,654.4369
PPBO,2024-03-21,P1D,COP/kWh,TX6,654.2123
PPBOGReal,2024-03-21,P1D,COP/kWh,TX1,656.2734
PPBOGReal,2024-03-21,P1D,COP/kWh,TX3,653.7252
PPBO,2024-03-21,P1D,COP/kWh,TX3,653.4148
PPBOGReal,2024-03-21,P1D,COP/kWh,TX2,656.2734
PPBO,2024-03-21,P1D,COP/kWh,TX2,656.0965
PPBOGReal,2024-03-21,P1D,COP/kWh,TXR,654.7072
PPBO,2024-03-21,P1D,COP/kWh,TXR,654.5296
PPBOGReal,2024-03-20,P1D,COP/kWh,TX2,629.1622
PPBO,2024-03-20,P1D,COP/kWh,TX2,626.6512
PPBOGReal,2024-03-20,P1D,COP/kWh,TXR,627.5987
PPBO,2024-03-20,P1D,COP/kWh,TXR,625.0869
PPBOGReal,2024-03-20,P1D,COP/kWh,TX3,625.331
PPBO,2024-03-20,P1D,COP/kWh,TX3,621.9778
PPBOGReal,2024-03-20,P1D,COP/kWh,TX1,627.8147
PPBOGReal,2024-03-20,P1D,COP/kWh,TXF,627.5992
PPBO,2024-03-20,P1D,COP/kWh,TXF,625.0874
PPBOGReal,2024-03-20,P1D,COP/kWh,TX4,626.4248
PPBO,2024-03-20,P1D,COP/kWh,TX4,623.0898
PPBOGReal,2024-03-20,P1D,COP/kWh,TX6,626.6344
PPBO,2024-03-20,P1D,COP/kWh,TX6,623.2994
PPBOGReal,2024-03-20,P1D,COP/kWh,TX5,626.4153
PPBO,2024-03-20,P1D,COP/kWh,TX5,623.0802
PPBO,2024-03-19,P1D,COP/kWh,TXR,618.8532
PPBOGReal,2024-03-19,P1D,COP/kWh,TXR,619.9499
PPBO,2024-03-19,P1D,COP/kWh,TX3,613.3894
PPBOGReal,2024-03-19,P1D,COP/kWh,TX3,614.3322
PPBO,2024-03-19,P1D,COP/kWh,TX2,620.4235
PPBOGReal,2024-03-19,P1D,COP/kWh,TX2,621.5149
PPBOGReal,2024-03-19,P1D,COP/kWh,TX1,622.2136
PPBO,2024-03-19,P1D,COP/kWh,TX4,614.1166
PPBOGReal,2024-03-19,P1D,COP/kWh,TX4,615.0103
PPBO,2024-03-19,P1D,COP/kWh,TX6,614.3295
PPBOGReal,2024-03-19,P1D,COP/kWh,TX6,615.2306
PPBO,2024-03-19,P1D,COP/kWh,TX5,614.1103
PPBOGReal,2024-03-19,P1D,COP/kWh,TX5,615.0114
PPBO,2024-03-19,P1D,COP/kWh,TXF,618.8532
PPBOGReal,2024-03-19,P1D,COP/kWh,TXF,619.9503
PPBOGReal,2024-03-18,P1D,COP/kWh,TX5,539.829
PPBO,2024-03-18,P1D,COP/kWh,TX5,532.8137
PPBOGReal,2024-03-18,P1D,COP/kWh,TX4,539.829
PPBO,2024-03-18,P1D,COP/kWh,TX4,532.8137
PPBOGReal,2024-03-18,P1D,COP/kWh,TXF,535.2931
PPBO,2024-03-18,P1D,COP/kWh,TXF,526.5977
PPBOGReal,2024-03-18,P1D,COP/kWh,TX6,540.0482
PPBO,2024-03-18,P1D,COP/kWh,TX6,533.0329
PPBOGReal,2024-03-18,P1D,COP/kWh,TX1,534.0167
PPBOGReal,2024-03-18,P1D,COP/kWh,TX2,533.7018
PPBO,2024-03-18,P1D,COP/kWh,TX2,524.9469
PPBOGReal,2024-03-18,P1D,COP/kWh,TXR,535.2928
PPBO,2024-03-18,P1D,COP/kWh,TXR,526.5972
PPBOGReal,2024-03-18,P1D,COP/kWh,TX3,534.0766
PPBO,2024-03-18,P1D,COP/kWh,TX3,525.3602
PPBO,2024-03-17,P1D,COP/kWh,TX3,581.9934
PPBOGReal,2024-03-17,P1D,COP/kWh,TX3,581.1864
PPBO,2024-03-17,P1D,COP/kWh,TX2,584.6965
PPBOGReal,2024-03-17,P1D,COP/kWh,TX2,583.8889
PPBOGReal,2024-03-17,P1D,COP/kWh,TX1,585.5732
PPBO,2024-03-17,P1D,COP/kWh,TXR,583.1314
PPBOGReal,2024-03-17,P1D,COP/kWh,TXR,582.3237
PPBO,2024-03-17,P1D,COP/kWh,TX5,583.0382
PPBOGReal,2024-03-17,P1D,COP/kWh,TX5,582.2351
PPBO,2024-03-17,P1D,COP/kWh,TX6,583.2573
PPBOGReal,2024-03-17,P1D,COP/kWh,TX6,582.4543
PPBO,2024-03-17,P1D,COP/kWh,TX4,583.0504
PPBOGReal,2024-03-17,P1D,COP/kWh,TX4,582.2474
PPBOGReal,2024-03-17,P1D,COP/kWh,TXF,582.3249
PPBO,2024-03-17,P1D,COP/kWh,TXF,583.1326
PPBOGReal,2024-03-16,P1D,COP/kWh,TX1,576.6521
PPBOGReal,2024-03-16,P1D,COP/kWh,TX5,574.3155
PPBO,2024-03-16,P1D,COP/kWh,TX6,574.6609
PPBOGReal,2024-03-16,P1D,COP/kWh,TX6,574.5346
PPBO,2024-03-16,P1D,COP/kWh,TX4,574.4476
PPBOGReal,2024-03-16,P1D,COP/kWh,TX4,574.3213
PPBO,2024-03-16,P1D,COP/kWh,TXF,575.1754
PPBOGReal,2024-03-16,P1D,COP/kWh,TXF,574.994
PPBO,2024-03-16,P1D,COP/kWh,TX3,574.0421
PPBOGReal,2024-03-16,P1D,COP/kWh,TX3,573.8605
PPBO,2024-03-16,P1D,COP/kWh,TX2,576.7365
PPBOGReal,2024-03-16,P1D,COP/kWh,TX2,576.5559
PPBO,2024-03-16,P1D,COP/kWh,TXR,575.1752
PPBOGReal,2024-03-16,P1D,COP/kWh,TXR,574.9938
PPBO,2024-03-16,P1D,COP/kWh,TX5,574.4418
PPBOGReal,2024-03-15,P1D,COP/kWh,TX1,560.1957
PPBOGReal,2024-03-15,P1D,COP/kWh,TXR,558.63
PPBO,2024-03-15,P1D,COP/kWh,TXR,558.102
PPBOGReal,2024-03-15,P1D,COP/kWh,TX2,560.1959
PPBO,2024-03-15,P1D,COP/kWh,TX2,559.6585
PPBOGReal,2024-03-15,P1D,COP/kWh,TX3,557.6209
PPBO,2024-03-15,P1D,COP/kWh,TX3,557.0931
PPBOGReal,2024-03-15,P1D,COP/kWh,TX6,558.9277
PPBO,2024-03-15,P1D,COP/kWh,TX6,558.4038
PPBOGReal,2024-03-15,P1D,COP/kWh,TX4,558.7093
PPBO,2024-03-15,P1D,COP/kWh,TX4,558.1854
PPBOGReal,2024-03-15,P1D,COP/kWh,TXF,558.6278
PPBO,2024-03-15,P1D,COP/kWh,TXF,558.0999
PPBOGReal,2024-03-15,P1D,COP/kWh,TX5,558.7086
PPBO,2024-03-15,P1D,COP/kWh,TX5,558.1847
PPBO,2024-03-14,P1D,COP/kWh,TX5,540.0452
PPBOGReal,2024-03-14,P1D,COP/kWh,TX4,541.4304
PPBO,2024-03-14,P1D,COP/kWh,TX4,540.0459
PPBOGReal,2024-03-14,P1D,COP/kWh,TX6,541.6489
PPBO,2024-03-14,P1D,COP/kWh,TX6,540.2644
PPBOGReal,2024-03-14,P1D,COP/kWh,TXF,541.347
PPBO,2024-03-14,P1D,COP/kWh,TXF,539.94
PPBOGReal,2024-03-14,P1D,COP/kWh,TX2,542.9173
PPBO,2024-03-14,P1D,COP/kWh,TX2,541.493
PPBOGReal,2024-03-14,P1D,COP/kWh,TXR,541.3492
PPBO,2024-03-14,P1D,COP/kWh,TXR,539.9422
PPBOGReal,2024-03-14,P1D,COP/kWh,TX3,540.4327
PPBO,2024-03-14,P1D,COP/kWh,TX3,539.0263
PPBOGReal,2024-03-14,P1D,COP/kWh,TX5,541.4297
PPBO,2024-03-13,P1D,COP/kWh,TX4,574.4508
PPBOGReal,2024-03-13,P1D,COP/kWh,TX4,574.5397
PPBO,2024-03-13,P1D,COP/kWh,TX6,574.6703
PPBOGReal,2024-03-13,P1D,COP/kWh,TX6,574.7587
PPBO,2024-03-13,P1D,COP/kWh,TXF,574.3822
PPBOGReal,2024-03-13,P1D,COP/kWh,TXF,574.467
PPBO,2024-03-13,P1D,COP/kWh,TX5,574.4506
PPBOGReal,2024-03-13,P1D,COP/kWh,TX5,574.5395
PPBO,2024-03-13,P1D,COP/kWh,TX2,575.949
PPBOGReal,2024-03-13,P1D,COP/kWh,TX2,576.0334
PPBO,2024-03-13,P1D,COP/kWh,TX3,573.3698
PPBOGReal,2024-03-13,P1D,COP/kWh,TX3,573.46
PPBO,2024-03-13,P1D,COP/kWh,TXR,574.3822
PPBOGReal,2024-03-13,P1D,COP/kWh,TXR,574.467
PPBOGReal,2024-03-12,P1D,COP/kWh,TX5,585.3315
PPBO,2024-03-12,P1D,COP/kWh,TX5,584.5239
PPBOGReal,2024-03-12,P1D,COP/kWh,TX4,585.3341
PPBO,2024-03-12,P1D,COP/kWh,TX4,584.5264
PPBOGReal,2024-03-12,P1D,COP/kWh,TX6,585.5507
PPBO,2024-03-12,P1D,COP/kWh,TX6,584.743
PPBOGReal,2024-03-12,P1D,COP/kWh,TX3,584.2523
PPBO,2024-03-12,P1D,COP/kWh,TX3,583.4484
PPBOGReal,2024-03-12,P1D,COP/kWh,TX2,591.8886
PPBO,2024-03-12,P1D,COP/kWh,TX2,590.7114
PPBOGReal,2024-03-12,P1D,COP/kWh,TXR,585.2197
PPBO,2024-03-12,P1D,COP/kWh,TXR,584.4167
PPBO,2024-03-12,P1D,COP/kWh,TXF,584.4162
PPBOGReal,2024-03-12,P1D,COP/kWh,TXF,585.2192
PPBOGReal,2024-03-11,P1D,COP/kWh,TX4,560.7663
PPBO,2024-03-11,P1D,COP/kWh,TX4,557.023
PPBOGReal,2024-03-11,P1D,COP/kWh,TX6,560.9818
PPBO,2024-03-11,P1D,COP/kWh,TX6,557.2385
PPBOGReal,2024-03-11,P1D,COP/kWh,TXF,561.2991
PPBO,2024-03-11,P1D,COP/kWh,TXF,557.5352
PPBOGReal,2024-03-11,P1D,COP/kWh,TX5,560.7626
PPBO,2024-03-11,P1D,COP/kWh,TX5,557.0194
PPBOGReal,2024-03-11,P1D,COP/kWh,TX3,560.3835
PPBO,2024-03-11,P1D,COP/kWh,TX3,556.6197
PPBOGReal,2024-03-11,P1D,COP/kWh,TXR,561.2989
PPBO,2024-03-11,P1D,COP/kWh,TXR,557.5351
PPBOGReal,2024-03-11,P1D,COP/kWh,TX2,562.8674
PPBO,2024-03-11,P1D,COP/kWh,TX2,559.1414
PPBO,2024-03-10,P1D,COP/kWh,TX5,559.7258
PPBOGReal,2024-03-10,P1D,COP/kWh,TX5,560.4052
PPBO,2024-03-10,P1D,COP/kWh,TX4,559.9366
PPBOGReal,2024-03-10,P1D,COP/kWh,TX4,560.5915
PPBO,2024-03-10,P1D,COP/kWh,TXF,559.6715
PPBOGReal,2024-03-10,P1D,COP/kWh,TXF,560.3509
PPBO,2024-03-10,P1D,COP/kWh,TX6,559.945
PPBOGReal,2024-03-10,P1D,COP/kWh,TX6,560.6244
PPBO,2024-03-10,P1D,COP/kWh,TX3,558.6369
PPBOGReal,2024-03-10,P1D,COP/kWh,TX3,559.316
PPBO,2024-03-10,P1D,COP/kWh,TXR,559.6723
PPBOGReal,2024-03-10,P1D,COP/kWh,TXR,560.3517
PPBO,2024-03-10,P1D,COP/kWh,TX2,561.2383
PPBOGReal,2024-03-10,P1D,COP/kWh,TX2,561.9188
PPBOGReal,2024-03-09,P1D,COP/kWh,TX4,544.5162
PPBO,2024-03-09,P1D,COP/kWh,TX4,544.2487
PPBOGReal,2024-03-09,P1D,COP/kWh,TXF,544.5877
PPBO,2024-03-09,P1D,COP/kWh,TXR,544.3218
PPBOGReal,2024-03-09,P1D,COP/kWh,TXR,544.5899
PPBO,2024-03-09,P1D,COP/kWh,TX3,543.2027
PPBOGReal,2024-03-09,P1D,COP/kWh,TX3,543.4711
PPBO,2024-03-09,P1D,COP/kWh,TX2,545.8879
PPBOGReal,2024-03-09,P1D,COP/kWh,TX2,546.1569
PPBOGReal,2024-03-09,P1D,COP/kWh,TX1,546.1596
PPBO,2024-03-09,P1D,COP/kWh,TX6,544.467
PPBOGReal,2024-03-09,P1D,COP/kWh,TX6,544.7345
PPBO,2024-03-09,P1D,COP/kWh,TX5,544.2478
PPBOGReal,2024-03-09,P1D,COP/kWh,TX5,544.5154
PPBO,2024-03-09,P1D,COP/kWh,TXF,544.3196
PPBO,2024-03-08,P1D,COP/kWh,TX3,541.6165
PPBOGReal,2024-03-08,P1D,COP/kWh,TX3,542.0967
PPBO,2024-03-08,P1D,COP/kWh,TXR,542.7081
PPBOGReal,2024-03-08,P1D,COP/kWh,TXR,543.1886
PPBOGReal,2024-03-08,P1D,COP/kWh,TX1,544.7498
PPBO,2024-03-08,P1D,COP/kWh,TX6,542.1076
PPBOGReal,2024-03-08,P1D,COP/kWh,TX6,542.5775
PPBO,2024-03-08,P1D,COP/kWh,TX5,541.8885
PPBOGReal,2024-03-08,P1D,COP/kWh,TX5,542.3584
PPBO,2024-03-08,P1D,COP/kWh,TX4,541.8884
PPBOGReal,2024-03-08,P1D,COP/kWh,TX4,542.3584
PPBO,2024-03-08,P1D,COP/kWh,TXF,542.7083
PPBOGReal,2024-03-08,P1D,COP/kWh,TXF,543.1887
PPBOGReal,2024-03-08,P1D,COP/kWh,TX2,544.7542
PPBO,2024-03-08,P1D,COP/kWh,TX2,544.2786
PPBOGReal,2024-03-07,P1D,COP/kWh,TX5,564.602
PPBO,2024-03-07,P1D,COP/kWh,TX6,563.2643
PPBOGReal,2024-03-07,P1D,COP/kWh,TX6,564.8211
PPBO,2024-03-07,P1D,COP/kWh,TX5,563.0452
PPBO,2024-03-07,P1D,COP/kWh,TXF,562.825
PPBOGReal,2024-03-07,P1D,COP/kWh,TXF,564.3795
PPBO,2024-03-07,P1D,COP/kWh,TX4,563.0452
PPBOGReal,2024-03-07,P1D,COP/kWh,TX4,564.602
PPBOGReal,2024-03-07,P1D,COP/kWh,TX1,566.3198
PPBO,2024-03-07,P1D,COP/kWh,TX3,561.9567
PPBOGReal,2024-03-07,P1D,COP/kWh,TX3,563.5114
PPBO,2024-03-07,P1D,COP/kWh,TX2,564.3824
PPBOGReal,2024-03-07,P1D,COP/kWh,TX2,565.9481
PPBO,2024-03-07,P1D,COP/kWh,TXR,562.8248
PPBOGReal,2024-03-07,P1D,COP/kWh,TXR,564.3793
PPBOGReal,2024-03-06,P1D,COP/kWh,TX3,544.5052
PPBO,2024-03-06,P1D,COP/kWh,TX2,547.2291
PPBOGReal,2024-03-06,P1D,COP/kWh,TX2,547.1766
PPBOGReal,2024-03-06,P1D,COP/kWh,TX1,547.1742
PPBO,2024-03-06,P1D,COP/kWh,TX6,544.0097
PPBOGReal,2024-03-06,P1D,COP/kWh,TX6,544.0344
PPBO,2024-03-06,P1D,COP/kWh,TX4,543.7901
PPBOGReal,2024-03-06,P1D,COP/kWh,TX4,543.8148
PPBO,2024-03-06,P1D,COP/kWh,TXF,545.6679
PPBOGReal,2024-03-06,P1D,COP/kWh,TXF,545.6147
PPBO,2024-03-06,P1D,COP/kWh,TX5,543.7905
